"","STATION","ndvi_m","ndvi_max","ndvi_sd","HAB","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M_MAX","T2M_MIN","sampl_date","Altitude","T2M_MEAN","degree_days","DD_cum","T30_mean","T30_max","T30_min","T30_sd","T360_sd","T360_mean","LATITUDE","LONGITUDE","ALTITUDE","Al","Ca","Fe","K","Mg","Mn","Na","N","C.N","calc","Ctot","COT","CN","MOS","CEC","Hum_frais","pH","P","Hum_res","clay","sand","Cd_tot","Cd_disp","Cu_tot","Cu_disp","Pb_tot","Pb_disp"
"45",1660,0.636273333333333,0.8242,0.0987917685022873,100,0.70364058861398,44.9526610124959,2024,3,18,78,"2024-03-18",17.72,10.08,"2024-03-19",129,13.9,3.9,28.425,8.89533333333333,12.7676666666667,5.023,3.32795554017827,7.42479769640625,15.2020555555556,44.9526610124959,0.70364058861398,129,0.02,18.84,0.0065,0.7511,0.7406,0.005,0.02095,1.84142008423805,NA,591,86.5888977050781,15.6688977050781,8.51,27.1,18.57871,209.836065574,8.38,0.0312536588,23.93,292,362,1.39,0.42,10,1.66,24.5,2.73
"46",1677,0.618993333333333,0.8976,0.239943119648526,100,4.14437731617619,44.9465981199809,2024,6,12,164,"2024-06-12",15.13,5.53,"2024-06-13",1305,10.33,0.33,135.67,12.916,17.597,8.235,3.82516808113563,7.53809199090302,10.9955138888889,44.9465981199809,4.14437731617619,1305,1.919,8.088,0.0176,0.4541,2.014,0.0596,0.1122,11.210058927536,11,1,123.147344589233,123.027344589233,NA,213,14.425669,481.9672131,5.56,0.0150038684,79.19,260,239,0.303,0.129,34.1,1.35,26,12.9
"47",1686,0.48882,0.8793,0.308046207572825,100,5.96937133617335,44.9048619493119,2024,8,5,218,"2024-08-05",22.32,10.72,"2024-08-06",1888,16.52,6.52,206.745,15.3086666666667,20.4463333333333,10.171,3.89166106472501,7.64913355548483,4.65197222222222,44.9048619493119,5.96937133617335,1888,0.0361,12.81,0.005,0.2841,2.449,0.0719,0.03668,4.74890500307083,11.6,1,55.3355264663696,55.2155264663696,NA,95.5,16.20936,139.3188854,6.36,0.0063570388,27.67,320,335,0.33,0.131,29.8,1.97,55.2,9.06
"48",1694,0.51054,0.764,0.180210998554472,100,-0.907607097076179,44.7733595204167,2024,4,7,98,"2024-04-07",17.54,12.01,"2024-04-08",51,14.775,4.775,123.65,12.7863333333333,17.5183333333333,8.05433333333333,3.79824179913143,6.61428913627181,15.7797916666667,44.7733595204167,-0.907607097076179,51,0.48,0.4691,0.01,0.099,0.0559,0.006,0.01273,1.20352417230606,NA,1,24.9752712249756,24.9752712249756,20.8,43.2,1.63,88.96797153,5.34,0.08289418,10.6,31,950,0.058,0.039,9.98,4.57,5.13,1.07
"49",1706,0.652273333333333,0.888,0.173669482748395,0,1.51554524633862,44.8178511311097,2024,4,8,99,"2024-04-08",22.12,8.71,"2024-04-10",202,15.415,5.415,70.015,11.6435,16.5273333333333,6.75966666666667,3.43737141219033,7.32571002849945,14.722375,44.8178511311097,1.51554524633862,202,0.0294,34.85,0.006,0.3349,1.419,0.0609,0.06767,3.92374724149704,NA,3,59.558253288269,59.198253288269,15.1,102,35.5,337.837837838,7.41,0.0071120108,47.9,477,92,0.706,0.451,14,2.32,40.3,10.7
"50",1706,0.652273333333333,0.888,0.173669482748395,0,1.51554524633862,44.8178511311097,2024,4,9,100,"2024-04-09",11.69,6.14,"2024-04-10",202,8.915,0,70.015,11.6435,16.5273333333333,6.75966666666667,3.43737141219033,7.32571002849945,14.722375,44.8178511311097,1.51554524633862,202,0.0294,34.85,0.006,0.3349,1.419,0.0609,0.06767,3.92374724149704,NA,3,59.558253288269,59.198253288269,15.1,102,35.5,337.837837838,7.41,0.0071120108,47.9,477,92,0.706,0.451,14,2.32,40.3,10.7
"51",1768,0.638026666666667,0.7687,0.0956505131542255,0,5.34894544254264,44.6346263421969,2024,4,15,106,"2024-04-15",19.07,6.62,"2024-04-23",751,12.845,2.845,35.025,7.92783333333333,13.0073333333333,2.84833333333333,3.37203229905093,7.7020228948541,11.8371111111111,44.6346263421969,5.34894544254264,751,0.04,32.73,0.0071,0.6686,0.8148,0.005,0.17423,2.81303703784943,NA,385,80.6606483459473,34.4606483459473,12.3,59.6,32.486769,160.714285714,8.33,0.00487677,51,510,116,0.298,0.157,28,1.54,22.6,2.3
"52",1768,0.638026666666667,0.7687,0.0956505131542255,0,5.34894544254264,44.6346263421969,2024,4,16,107,"2024-04-16",9.5,1.84,"2024-04-23",751,5.67,0,35.025,7.92783333333333,13.0073333333333,2.84833333333333,3.37203229905093,7.7020228948541,11.8371111111111,44.6346263421969,5.34894544254264,751,0.04,32.73,0.0071,0.6686,0.8148,0.005,0.17423,2.81303703784943,NA,385,80.6606483459473,34.4606483459473,12.3,59.6,32.486769,160.714285714,8.33,0.00487677,51,510,116,0.298,0.157,28,1.54,22.6,2.3
"53",1768,0.638026666666667,0.7687,0.0956505131542255,0,5.34894544254264,44.6346263421969,2024,4,17,108,"2024-04-17",7.65,-0.3,"2024-04-23",751,3.675,0,35.025,7.92783333333333,13.0073333333333,2.84833333333333,3.37203229905093,7.7020228948541,11.8371111111111,44.6346263421969,5.34894544254264,751,0.04,32.73,0.0071,0.6686,0.8148,0.005,0.17423,2.81303703784943,NA,385,80.6606483459473,34.4606483459473,12.3,59.6,32.486769,160.714285714,8.33,0.00487677,51,510,116,0.298,0.157,28,1.54,22.6,2.3
"54",1768,0.638026666666667,0.7687,0.0956505131542255,0,5.34894544254264,44.6346263421969,2024,4,18,109,"2024-04-18",4.94,-1.76,"2024-04-23",751,1.59,0,35.025,7.92783333333333,13.0073333333333,2.84833333333333,3.37203229905093,7.7020228948541,11.8371111111111,44.6346263421969,5.34894544254264,751,0.04,32.73,0.0071,0.6686,0.8148,0.005,0.17423,2.81303703784943,NA,385,80.6606483459473,34.4606483459473,12.3,59.6,32.486769,160.714285714,8.33,0.00487677,51,510,116,0.298,0.157,28,1.54,22.6,2.3
"55",1768,0.638026666666667,0.7687,0.0956505131542255,0,5.34894544254264,44.6346263421969,2024,4,19,110,"2024-04-19",11.47,-2.74,"2024-04-23",751,4.365,0,35.025,7.92783333333333,13.0073333333333,2.84833333333333,3.37203229905093,7.7020228948541,11.8371111111111,44.6346263421969,5.34894544254264,751,0.04,32.73,0.0071,0.6686,0.8148,0.005,0.17423,2.81303703784943,NA,385,80.6606483459473,34.4606483459473,12.3,59.6,32.486769,160.714285714,8.33,0.00487677,51,510,116,0.298,0.157,28,1.54,22.6,2.3
"56",1768,0.638026666666667,0.7687,0.0956505131542255,0,5.34894544254264,44.6346263421969,2024,4,20,111,"2024-04-20",9.01,-0.27,"2024-04-23",751,4.37,0,35.025,7.92783333333333,13.0073333333333,2.84833333333333,3.37203229905093,7.7020228948541,11.8371111111111,44.6346263421969,5.34894544254264,751,0.04,32.73,0.0071,0.6686,0.8148,0.005,0.17423,2.81303703784943,NA,385,80.6606483459473,34.4606483459473,12.3,59.6,32.486769,160.714285714,8.33,0.00487677,51,510,116,0.298,0.157,28,1.54,22.6,2.3
"57",1768,0.638026666666667,0.7687,0.0956505131542255,0,5.34894544254264,44.6346263421969,2024,4,21,112,"2024-04-21",9.55,-1.51,"2024-04-23",751,4.02,0,35.025,7.92783333333333,13.0073333333333,2.84833333333333,3.37203229905093,7.7020228948541,11.8371111111111,44.6346263421969,5.34894544254264,751,0.04,32.73,0.0071,0.6686,0.8148,0.005,0.17423,2.81303703784943,NA,385,80.6606483459473,34.4606483459473,12.3,59.6,32.486769,160.714285714,8.33,0.00487677,51,510,116,0.298,0.157,28,1.54,22.6,2.3
"58",1768,0.638026666666667,0.7687,0.0956505131542255,0,5.34894544254264,44.6346263421969,2024,4,22,113,"2024-04-22",5.37,-3.3,"2024-04-23",751,1.035,0,35.025,7.92783333333333,13.0073333333333,2.84833333333333,3.37203229905093,7.7020228948541,11.8371111111111,44.6346263421969,5.34894544254264,751,0.04,32.73,0.0071,0.6686,0.8148,0.005,0.17423,2.81303703784943,NA,385,80.6606483459473,34.4606483459473,12.3,59.6,32.486769,160.714285714,8.33,0.00487677,51,510,116,0.298,0.157,28,1.54,22.6,2.3
"59",1826,0.51572,0.6829,0.118081994514708,100,0.117461238742218,44.3664478290357,2024,3,9,69,"2024-03-09",14.49,5.61,"2024-03-12",87,10.05,0.0500000000000007,26.08,9.07133333333333,13.1983333333333,4.94433333333333,3.17292553215235,7.06119233154754,15.7839583333333,44.3664478290357,0.117461238742218,87,0.02,17.01,0.005,0.7279,0.7185,0.005,0.05047,0.980696678161621,NA,9,10.016678571701,8.93667857170105,9.11,15.5,16.913166,164.739884393,8.26,0.0354570636,21.89,245,459,0.256,0.149,26.8,11.9,25.5,7.42
"60",1826,0.51572,0.6829,0.118081994514708,100,0.117461238742218,44.3664478290357,2024,3,10,70,"2024-03-10",10.59,2.74,"2024-03-12",87,6.665,0,26.08,9.07133333333333,13.1983333333333,4.94433333333333,3.17292553215235,7.06119233154754,15.7839583333333,44.3664478290357,0.117461238742218,87,0.02,17.01,0.005,0.7279,0.7185,0.005,0.05047,0.980696678161621,NA,9,10.016678571701,8.93667857170105,9.11,15.5,16.913166,164.739884393,8.26,0.0354570636,21.89,245,459,0.256,0.149,26.8,11.9,25.5,7.42
"61",1826,0.51572,0.6829,0.118081994514708,100,0.117461238742218,44.3664478290357,2024,3,11,71,"2024-03-11",12.92,5.45,"2024-03-12",87,9.185,0,26.08,9.07133333333333,13.1983333333333,4.94433333333333,3.17292553215235,7.06119233154754,15.7839583333333,44.3664478290357,0.117461238742218,87,0.02,17.01,0.005,0.7279,0.7185,0.005,0.05047,0.980696678161621,NA,9,10.016678571701,8.93667857170105,9.11,15.5,16.913166,164.739884393,8.26,0.0354570636,21.89,245,459,0.256,0.149,26.8,11.9,25.5,7.42
"62",1837,0.776046666666667,0.8832,0.0526992120660352,100,2.32434462405189,44.3889199310117,2024,5,29,150,"2024-05-29",17.98,10.16,"2024-05-30",579,14.07,4.07,125.59,12.1825,16.591,7.774,3.48974673869748,7.4528521217793,12.8552361111111,44.3889199310117,2.32434462405189,579,0.1924,5.133,0.005,0.2122,0.511,0.1446,0.03538,1.97435960173607,10.6,1,20.9984350204468,20.9984350204468,NA,36.3,5.265599,188.405797101,5.84,0.026306192,17.87,220,447,0.185,0.12,28.4,4.21,39.8,6.23
"63",1875,0.586286666666667,0.8148,0.124107118862622,100,1.32315689391354,44.2406504349493,2024,3,13,73,"2024-03-13",17.68,3.4,"2024-03-14",191,10.54,0.539999999999999,19.12,9.07933333333333,13.3073333333333,4.85133333333333,3.11451849499732,7.31225853126331,15.5609305555556,44.2406504349493,1.32315689391354,191,0.02,20.79,0.005,0.4108,3.184,0.005,0.03465,0.94698965549469,NA,199,37.0528149604797,13.1728149604797,13.9,22.8,23.454376,189.111747851,8.56,0.0036845252,32.57,380,284,0.234,0.091,17.1,1.81,20.4,2.33
"64",1887,0.65182,0.8683,0.191654269081445,100,3.7226445983764,44.2375443985216,2024,6,13,165,"2024-06-13",24.21,8.73,"2024-06-14",928,16.47,6.47,331.265,16.2936666666667,22.1686666666667,10.4186666666667,3.74446941981839,7.26909469264837,14.1751527777778,44.2375443985216,3.7226445983764,928,2.366,1.059,0.0177,0.129,0.2223,0.0191,0.05591,3.31645965576172,17,1,56.4751243591309,56.4751243591309,NA,97.7,3.874807,184.9529781,5.18,0.0030980036,25.92,166,482,0.201,0.083,25,1.15,46.9,9.09
"65",1893,0.452506666666667,0.5379,0.0607721090476152,100,4.92701588816509,44.2166800911093,2024,3,26,86,"2024-03-26",12.13,8.36,"2024-03-28",112,10.245,0.245000000000001,50.35,10.22,15.1796666666667,5.26033333333333,2.8689024053174,7.75105605167716,16.1034861111111,44.2166800911093,4.92701588816509,112,0.0295,13.04,0.0052,0.4933,0.5866,0.005,0.02107,0.623131431639194,NA,171,27.184374332428,6.66437433242798,10.7,11.5,12.913948,114.864864865,8.61,0.0085770056,17.28,223,562,0.162,0.059,67.8,23.7,16.4,2.75
"66",1893,0.452506666666667,0.5379,0.0607721090476152,100,4.92701588816509,44.2166800911093,2024,3,27,87,"2024-03-27",11.87,4.71,"2024-03-28",112,8.29,0,50.35,10.22,15.1796666666667,5.26033333333333,2.8689024053174,7.75105605167716,16.1034861111111,44.2166800911093,4.92701588816509,112,0.0295,13.04,0.0052,0.4933,0.5866,0.005,0.02107,0.623131431639194,NA,171,27.184374332428,6.66437433242798,10.7,11.5,12.913948,114.864864865,8.61,0.0085770056,17.28,223,562,0.162,0.059,67.8,23.7,16.4,2.75
"67",1992,0.43374,0.6944,0.119996302323982,100,6.10461897406734,43.8921670756657,2024,4,15,106,"2024-04-15",19,7.96,"2024-04-24",712,13.48,3.48,44.28,8.92533333333333,14.269,3.58166666666667,3.36954696801557,7.66564411876091,12.6787777777778,43.8921670756657,6.10461897406734,712,0.0342,22.53,0.0059,0.4545,0.5267,0.005,0.02912,1.36536180973053,10.1,438,66.3966989517212,13.8366989517212,NA,23.9,20.810953,111.486486486,8.39,0.059880626,28.9,326,311,0.307,0.102,19.3,1.82,20.3,2.1
"68",1992,0.43374,0.6944,0.119996302323982,100,6.10461897406734,43.8921670756657,2024,4,16,107,"2024-04-16",11.72,2.58,"2024-04-24",712,7.15,0,44.28,8.92533333333333,14.269,3.58166666666667,3.36954696801557,7.66564411876091,12.6787777777778,43.8921670756657,6.10461897406734,712,0.0342,22.53,0.0059,0.4545,0.5267,0.005,0.02912,1.36536180973053,10.1,438,66.3966989517212,13.8366989517212,NA,23.9,20.810953,111.486486486,8.39,0.059880626,28.9,326,311,0.307,0.102,19.3,1.82,20.3,2.1
"69",1992,0.43374,0.6944,0.119996302323982,100,6.10461897406734,43.8921670756657,2024,4,17,108,"2024-04-17",11.23,0.31,"2024-04-24",712,5.77,0,44.28,8.92533333333333,14.269,3.58166666666667,3.36954696801557,7.66564411876091,12.6787777777778,43.8921670756657,6.10461897406734,712,0.0342,22.53,0.0059,0.4545,0.5267,0.005,0.02912,1.36536180973053,10.1,438,66.3966989517212,13.8366989517212,NA,23.9,20.810953,111.486486486,8.39,0.059880626,28.9,326,311,0.307,0.102,19.3,1.82,20.3,2.1
"70",1992,0.43374,0.6944,0.119996302323982,100,6.10461897406734,43.8921670756657,2024,4,18,109,"2024-04-18",9.36,-1.48,"2024-04-24",712,3.94,0,44.28,8.92533333333333,14.269,3.58166666666667,3.36954696801557,7.66564411876091,12.6787777777778,43.8921670756657,6.10461897406734,712,0.0342,22.53,0.0059,0.4545,0.5267,0.005,0.02912,1.36536180973053,10.1,438,66.3966989517212,13.8366989517212,NA,23.9,20.810953,111.486486486,8.39,0.059880626,28.9,326,311,0.307,0.102,19.3,1.82,20.3,2.1
"71",1992,0.43374,0.6944,0.119996302323982,100,6.10461897406734,43.8921670756657,2024,4,19,110,"2024-04-19",14.48,0.08,"2024-04-24",712,7.28,0,44.28,8.92533333333333,14.269,3.58166666666667,3.36954696801557,7.66564411876091,12.6787777777778,43.8921670756657,6.10461897406734,712,0.0342,22.53,0.0059,0.4545,0.5267,0.005,0.02912,1.36536180973053,10.1,438,66.3966989517212,13.8366989517212,NA,23.9,20.810953,111.486486486,8.39,0.059880626,28.9,326,311,0.307,0.102,19.3,1.82,20.3,2.1
"72",1992,0.43374,0.6944,0.119996302323982,100,6.10461897406734,43.8921670756657,2024,4,20,111,"2024-04-20",14.39,2.04,"2024-04-24",712,8.215,0,44.28,8.92533333333333,14.269,3.58166666666667,3.36954696801557,7.66564411876091,12.6787777777778,43.8921670756657,6.10461897406734,712,0.0342,22.53,0.0059,0.4545,0.5267,0.005,0.02912,1.36536180973053,10.1,438,66.3966989517212,13.8366989517212,NA,23.9,20.810953,111.486486486,8.39,0.059880626,28.9,326,311,0.307,0.102,19.3,1.82,20.3,2.1
"73",1992,0.43374,0.6944,0.119996302323982,100,6.10461897406734,43.8921670756657,2024,4,21,112,"2024-04-21",13,0.88,"2024-04-24",712,6.94,0,44.28,8.92533333333333,14.269,3.58166666666667,3.36954696801557,7.66564411876091,12.6787777777778,43.8921670756657,6.10461897406734,712,0.0342,22.53,0.0059,0.4545,0.5267,0.005,0.02912,1.36536180973053,10.1,438,66.3966989517212,13.8366989517212,NA,23.9,20.810953,111.486486486,8.39,0.059880626,28.9,326,311,0.307,0.102,19.3,1.82,20.3,2.1
"74",1992,0.43374,0.6944,0.119996302323982,100,6.10461897406734,43.8921670756657,2024,4,22,113,"2024-04-22",8.31,0.32,"2024-04-24",712,4.315,0,44.28,8.92533333333333,14.269,3.58166666666667,3.36954696801557,7.66564411876091,12.6787777777778,43.8921670756657,6.10461897406734,712,0.0342,22.53,0.0059,0.4545,0.5267,0.005,0.02912,1.36536180973053,10.1,438,66.3966989517212,13.8366989517212,NA,23.9,20.810953,111.486486486,8.39,0.059880626,28.9,326,311,0.307,0.102,19.3,1.82,20.3,2.1
"75",1992,0.43374,0.6944,0.119996302323982,100,6.10461897406734,43.8921670756657,2024,4,23,114,"2024-04-23",6.37,-0.46,"2024-04-24",712,2.955,0,44.28,8.92533333333333,14.269,3.58166666666667,3.36954696801557,7.66564411876091,12.6787777777778,43.8921670756657,6.10461897406734,712,0.0342,22.53,0.0059,0.4545,0.5267,0.005,0.02912,1.36536180973053,10.1,438,66.3966989517212,13.8366989517212,NA,23.9,20.810953,111.486486486,8.39,0.059880626,28.9,326,311,0.307,0.102,19.3,1.82,20.3,2.1
"76",1996,0.66278,0.8156,0.11371589410205,100,6.90327394449335,43.8563416618755,2024,4,15,106,"2024-04-15",17.9,6.64,"2024-04-25",757,12.27,2.27,30.56,7.32516666666667,12.7183333333333,1.932,3.63111374494302,7.45031800304438,11.0478055555556,43.8563416618755,6.90327394449335,757,0.02,31,0.005,0.7545,1.414,0.005,0.02729,3.66578757762909,11.3,247,71.0324144363403,41.3924144363403,NA,71.6,31.326705,245.84717608,8.22,0.0083169112,42.65,395,181,0.088,0.049,6.83,0.801,15.4,1.76
"77",1996,0.66278,0.8156,0.11371589410205,100,6.90327394449335,43.8563416618755,2024,4,16,107,"2024-04-16",14.21,0.79,"2024-04-25",757,7.5,0,30.56,7.32516666666667,12.7183333333333,1.932,3.63111374494302,7.45031800304438,11.0478055555556,43.8563416618755,6.90327394449335,757,0.02,31,0.005,0.7545,1.414,0.005,0.02729,3.66578757762909,11.3,247,71.0324144363403,41.3924144363403,NA,71.6,31.326705,245.84717608,8.22,0.0083169112,42.65,395,181,0.088,0.049,6.83,0.801,15.4,1.76
"78",1996,0.66278,0.8156,0.11371589410205,100,6.90327394449335,43.8563416618755,2024,4,17,108,"2024-04-17",11.91,-0.65,"2024-04-25",757,5.63,0,30.56,7.32516666666667,12.7183333333333,1.932,3.63111374494302,7.45031800304438,11.0478055555556,43.8563416618755,6.90327394449335,757,0.02,31,0.005,0.7545,1.414,0.005,0.02729,3.66578757762909,11.3,247,71.0324144363403,41.3924144363403,NA,71.6,31.326705,245.84717608,8.22,0.0083169112,42.65,395,181,0.088,0.049,6.83,0.801,15.4,1.76
"79",1996,0.66278,0.8156,0.11371589410205,100,6.90327394449335,43.8563416618755,2024,4,18,109,"2024-04-18",7.2,-2.16,"2024-04-25",757,2.52,0,30.56,7.32516666666667,12.7183333333333,1.932,3.63111374494302,7.45031800304438,11.0478055555556,43.8563416618755,6.90327394449335,757,0.02,31,0.005,0.7545,1.414,0.005,0.02729,3.66578757762909,11.3,247,71.0324144363403,41.3924144363403,NA,71.6,31.326705,245.84717608,8.22,0.0083169112,42.65,395,181,0.088,0.049,6.83,0.801,15.4,1.76
"80",1996,0.66278,0.8156,0.11371589410205,100,6.90327394449335,43.8563416618755,2024,4,19,110,"2024-04-19",13.6,-2.41,"2024-04-25",757,5.595,0,30.56,7.32516666666667,12.7183333333333,1.932,3.63111374494302,7.45031800304438,11.0478055555556,43.8563416618755,6.90327394449335,757,0.02,31,0.005,0.7545,1.414,0.005,0.02729,3.66578757762909,11.3,247,71.0324144363403,41.3924144363403,NA,71.6,31.326705,245.84717608,8.22,0.0083169112,42.65,395,181,0.088,0.049,6.83,0.801,15.4,1.76
"81",1996,0.66278,0.8156,0.11371589410205,100,6.90327394449335,43.8563416618755,2024,4,20,111,"2024-04-20",13.11,0.07,"2024-04-25",757,6.59,0,30.56,7.32516666666667,12.7183333333333,1.932,3.63111374494302,7.45031800304438,11.0478055555556,43.8563416618755,6.90327394449335,757,0.02,31,0.005,0.7545,1.414,0.005,0.02729,3.66578757762909,11.3,247,71.0324144363403,41.3924144363403,NA,71.6,31.326705,245.84717608,8.22,0.0083169112,42.65,395,181,0.088,0.049,6.83,0.801,15.4,1.76
"82",1996,0.66278,0.8156,0.11371589410205,100,6.90327394449335,43.8563416618755,2024,4,21,112,"2024-04-21",11.29,-0.6,"2024-04-25",757,5.345,0,30.56,7.32516666666667,12.7183333333333,1.932,3.63111374494302,7.45031800304438,11.0478055555556,43.8563416618755,6.90327394449335,757,0.02,31,0.005,0.7545,1.414,0.005,0.02729,3.66578757762909,11.3,247,71.0324144363403,41.3924144363403,NA,71.6,31.326705,245.84717608,8.22,0.0083169112,42.65,395,181,0.088,0.049,6.83,0.801,15.4,1.76
"83",1996,0.66278,0.8156,0.11371589410205,100,6.90327394449335,43.8563416618755,2024,4,22,113,"2024-04-22",3.55,-1.49,"2024-04-25",757,1.03,0,30.56,7.32516666666667,12.7183333333333,1.932,3.63111374494302,7.45031800304438,11.0478055555556,43.8563416618755,6.90327394449335,757,0.02,31,0.005,0.7545,1.414,0.005,0.02729,3.66578757762909,11.3,247,71.0324144363403,41.3924144363403,NA,71.6,31.326705,245.84717608,8.22,0.0083169112,42.65,395,181,0.088,0.049,6.83,0.801,15.4,1.76
"84",1996,0.66278,0.8156,0.11371589410205,100,6.90327394449335,43.8563416618755,2024,4,23,114,"2024-04-23",5.1,-2.56,"2024-04-25",757,1.27,0,30.56,7.32516666666667,12.7183333333333,1.932,3.63111374494302,7.45031800304438,11.0478055555556,43.8563416618755,6.90327394449335,757,0.02,31,0.005,0.7545,1.414,0.005,0.02729,3.66578757762909,11.3,247,71.0324144363403,41.3924144363403,NA,71.6,31.326705,245.84717608,8.22,0.0083169112,42.65,395,181,0.088,0.049,6.83,0.801,15.4,1.76
"85",1996,0.66278,0.8156,0.11371589410205,100,6.90327394449335,43.8563416618755,2024,4,24,115,"2024-04-24",9.73,-1.67,"2024-04-25",757,4.03,0,30.56,7.32516666666667,12.7183333333333,1.932,3.63111374494302,7.45031800304438,11.0478055555556,43.8563416618755,6.90327394449335,757,0.02,31,0.005,0.7545,1.414,0.005,0.02729,3.66578757762909,11.3,247,71.0324144363403,41.3924144363403,NA,71.6,31.326705,245.84717608,8.22,0.0083169112,42.65,395,181,0.088,0.049,6.83,0.801,15.4,1.76
"86",2011,0.435526666666667,0.6974,0.109483863564237,100,0.738134796235499,43.7995981085167,2024,3,12,72,"2024-03-12",15.26,6.15,"2024-03-13",197,10.705,0.705,23.475,9.02333333333333,13.1426666666667,4.904,3.13014266984478,7.27888333972464,15.7560277777778,43.7995981085167,0.738134796235499,197,0.02,22.71,0.005,0.3096,0.8775,0.005,0.06029,1.02189645171165,NA,138,24.9017357826233,8.34173578262329,8.16,14.4,22.5781,181.008902077,8.46,0.0045010296,30.38,429,193,0.326,0.102,25.4,1.63,30,4.38
"87",2021,0.678013333333333,0.7818,0.0827922274101877,0,2.72179965795729,43.8125780995336,2024,4,7,98,"2024-04-07",16.77,10.83,"2024-04-08",506,13.8,3.8,38.095,10.3548333333333,15.119,5.59066666666667,3.39789545325279,7.32588302701476,13.6556388888889,43.8125780995336,2.72179965795729,506,0.0312,9.313,0.005,0.269,0.8213,0.0393,0.04638,1.24134287238121,NA,1,15.020763874054,15.020763874054,12.1,26,9.872041,176.470588235,6.5,0.0036709968,16.42,195,362,0.208,0.079,27.6,0.737,34.8,4.17
"88",2021,0.678013333333333,0.7818,0.0827922274101877,0,2.72179965795729,43.8125780995336,2024,4,7,98,"2024-04-07",16.77,10.83,"2024-04-08",506,13.8,3.8,38.095,10.3548333333333,15.119,5.59066666666667,3.39789545325279,7.32588302701476,13.6556388888889,43.8125780995336,2.72179965795729,506,0.0312,9.313,0.005,0.269,0.8213,0.0393,0.04638,1.24134287238121,NA,1,15.020763874054,15.020763874054,12.1,26,9.872041,176.470588235,6.5,0.0036709968,16.42,195,362,0.208,0.079,27.6,0.737,34.8,4.17
"89",2034,0.629546666666667,0.7204,0.0442611384958903,0,5.30087879165883,43.7733624323249,2024,3,23,83,"2024-03-23",15.7,6.45,"2024-03-25",292,11.075,1.075,50.105,9.98783333333333,15.085,4.89066666666667,2.83615714098136,7.74667335915948,16.1072638888889,43.7733624323249,5.30087879165883,292,0.0386,45.22,0.0065,0.2882,1.84,0.0081,0.08091,6.00215494632721,NA,17,83.3339881896973,81.2939881896973,13.5,141,44.061573,196.850393701,7.9,0.0129440604,47,477,74,0.52,0.347,17.1,4.48,44.7,19
"90",2034,0.629546666666667,0.7204,0.0442611384958903,0,5.30087879165883,43.7733624323249,2024,3,24,84,"2024-03-24",13.12,3.33,"2024-03-25",292,8.225,0,50.105,9.98783333333333,15.085,4.89066666666667,2.83615714098136,7.74667335915948,16.1072638888889,43.7733624323249,5.30087879165883,292,0.0386,45.22,0.0065,0.2882,1.84,0.0081,0.08091,6.00215494632721,NA,17,83.3339881896973,81.2939881896973,13.5,141,44.061573,196.850393701,7.9,0.0129440604,47,477,74,0.52,0.347,17.1,4.48,44.7,19
