"","STATION","ndvi_m","ndvi_max","ndvi_sd","HAB","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M_MAX","T2M_MIN","sampl_date","Altitude","T2M_MEAN","degree_days","DD_cum","T30_mean","T30_max","T30_min","T30_sd","T360_sd","T360_mean","LATITUDE","LONGITUDE","ALTITUDE","Al","Ca","Fe","K","Mg","Mn","Na","N","C.N","calc","Ctot","COT","CN","MOS","CEC","Hum_frais","pH","P","Hum_res","clay","sand","Cd_tot","Cd_disp","Cu_tot","Cu_disp","Pb_tot","Pb_disp"
"91",2076,0.580033333333333,0.7201,0.0872139214531608,100,4.50250101102574,43.6487932757976,2024,3,11,71,"2024-03-11",14.74,8.16,"2024-03-12",0,11.45,1.45,79.18,11.287,14.5703333333333,8.00366666666667,2.05846949389671,6.48406676051956,17.5305,43.6487932757976,4.50250101102574,0,0.02,11.51,0.005,0.5116,7.71,0.005,1.22739,1.61487609148026,NA,302,53.8372659683228,17.5972659683228,10.9,30.4,18.285811,211.409395973,8.57,0.0122549848,24.94,443,49,0.204,0.0783,24.6,5.56,35.7,6.97
"92",215,0.604486666666667,0.8428,0.195810742688906,0,5.84561377272516,49.3740703250416,2024,6,3,155,"2024-06-03",17.96,8.78,"2024-06-04",365,13.37,3.37,149.205,13.4785,17.5056666666667,9.45133333333333,3.6489014970031,6.87807365579089,10.9891666666667,49.3740703250416,5.84561377272516,365,0.02,78.95,0.017,0.737,1.752,0.023,0.06242,4.14933055639267,13.1,229,81.8765830993652,54.3965830993652,NA,94.1,75.07,321.070234114,7.78,0.0071233572,47.6,386,238,0.863,0.551,10.4,1.29,38.9,10.5
"93",2182,0.56654,0.8914,0.203644437334151,100,-0.231911972629328,43.2099108298878,2024,4,14,105,"2024-04-14",23.5,12.32,"2024-04-17",245,17.91,7.91,81.04,9.74066666666667,15.0536666666667,4.42766666666667,4.36743744126585,6.82600148387993,12.4428472222222,43.2099108298878,-0.231911972629328,245,0.1043,8.532,0.012,0.6235,0.6587,0.081,0.05159,2.66630738973618,NA,1,28.4566402435303,28.3366402435303,10.6,49,9.450081,218.43003413,6.21,0.0588297748,26.84,215,403,0.243,0.108,20.9,4.11,43.5,7.41
"94",2182,0.56654,0.8914,0.203644437334151,100,-0.231911972629328,43.2099108298878,2024,4,15,106,"2024-04-15",15.19,4.39,"2024-04-17",245,9.79,0,81.04,9.74066666666667,15.0536666666667,4.42766666666667,4.36743744126585,6.82600148387993,12.4428472222222,43.2099108298878,-0.231911972629328,245,0.1043,8.532,0.012,0.6235,0.6587,0.081,0.05159,2.66630738973618,NA,1,28.4566402435303,28.3366402435303,10.6,49,9.450081,218.43003413,6.21,0.0588297748,26.84,215,403,0.243,0.108,20.9,4.11,43.5,7.41
"95",2182,0.56654,0.8914,0.203644437334151,100,-0.231911972629328,43.2099108298878,2024,4,16,107,"2024-04-16",8.26,3.4,"2024-04-17",245,5.83,0,81.04,9.74066666666667,15.0536666666667,4.42766666666667,4.36743744126585,6.82600148387993,12.4428472222222,43.2099108298878,-0.231911972629328,245,0.1043,8.532,0.012,0.6235,0.6587,0.081,0.05159,2.66630738973618,NA,1,28.4566402435303,28.3366402435303,10.6,49,9.450081,218.43003413,6.21,0.0588297748,26.84,215,403,0.243,0.108,20.9,4.11,43.5,7.41
"96",2205,0.6605,0.7326,0.0510948557656667,0,5.85371529787471,43.1807256825456,2024,3,26,86,"2024-03-26",13.74,12.82,"2024-03-27",274,13.28,3.28,194.405,12.869,14.5916666666667,11.1463333333333,1.50922053283445,5.20089804533666,17.5209027777778,43.1807256825456,5.85371529787471,274,0.02,33.66,0.005,0.5158,1.494,0.005,0.07143,2.33605116605759,NA,142,62.3773765563965,45.3373765563965,19.4,78.4,34.492362,195.945945946,8.22,0.006351802,38.32,354,282,0.245,0.163,16.6,2.09,27.2,5.52
"97",223,0.61918,0.7353,0.0748371680001703,100,-0.971023266931689,49.2362523222868,2024,3,31,91,"2024-03-31",15.25,5.37,"2024-04-02",39,10.31,0.31,38.075,9.5745,13.4296666666667,5.71933333333333,3.72394678572631,5.63057974804502,13.3135416666667,49.2362523222868,-0.971023266931689,39,0.02,18.45,0.005,0.4843,1.806,0.0541,0.11278,3.51838856935501,NA,1,34.9937105178833,34.8737105178833,9.91,60.3,21.024507,340.625,6.79,0.0437172428,31.26,302,149,0.191,0.146,17.9,5.17,28.5,7.6
"98",223,0.61918,0.7353,0.0748371680001703,100,-0.971023266931689,49.2362523222868,2024,4,1,92,"2024-04-01",13.44,5.23,"2024-04-02",39,9.335,0,38.075,9.5745,13.4296666666667,5.71933333333333,3.72394678572631,5.63057974804502,13.3135416666667,49.2362523222868,-0.971023266931689,39,0.02,18.45,0.005,0.4843,1.806,0.0541,0.11278,3.51838856935501,NA,1,34.9937105178833,34.8737105178833,9.91,60.3,21.024507,340.625,6.79,0.0437172428,31.26,302,149,0.191,0.146,17.9,5.17,28.5,7.6
"99",2257,0.743653333333333,0.9105,0.138918762831616,0,2.12771511077881,42.9518241882324,2024,5,12,133,"2024-05-12",23.62,13.19,"2024-05-13",528,18.405,8.405,177.85,10.9285,16.5353333333333,5.32166666666667,4.44245585072524,7.39194539716584,14.3040138888889,42.9518241882324,2.12771511077881,528,0.02,18.2,0.005,0.2396,0.4843,0.0201,0.04562,1.16211831569672,15.4,7,18.7346053123474,17.8946053123474,NA,31,17.939112,190.625,7.64,0.002648948,25.33,315,283,0.13,0.093,12.9,1.45,18.7,4.48
"100",2260,0.740593333333333,0.8109,0.0385283284770842,0,2.7153799533844,42.949275970459,2024,5,13,134,"2024-05-13",23.24,12.36,"2024-05-14",349,17.8,7.8,226.085,11.978,16.904,7.052,3.68765851306608,6.96782931321733,15.3206944444444,42.949275970459,2.7153799533844,349,0.0243,23.58,0.005,0.5397,3.748,0.1202,0.09997,4.67761069536209,20.8,3,97.721996307373,97.361996307373,NA,168,27.429085,244.604316547,6.77,0.0119207024,32.8,164,519,0.101,0.063,23.5,1.9,27.3,6.53
"101",2276,0.662193333333333,0.9317,0.216741865778055,0,1.34712195396423,42.8033485412598,2024,6,17,169,"2024-06-17",30.34,12.69,"2024-06-18",1218,21.515,11.515,350.98,15.8781666666667,21.6143333333333,10.142,4.7745754303341,7.25990887056057,13.6600416666667,42.8033485412598,1.34712195396423,1218,0.0281,42.78,0.0058,0.1986,4.576,0.032,0.01793,6.55541896820068,15.7,3,103.547229766846,103.187229766846,NA,179,47.966748,440.9937888,6.85,0.0088515012,62.17,233,182,1.19,0.558,21.7,2.22,57,17.4
"102",2312,0.292627272727273,0.6283,0.280252407985762,100,1.73446702957153,42.5280876159668,2024,6,24,176,"2024-06-24",18.86,5.77,"2024-06-25",2267,12.315,2.315,71.76,11.511,16.904,6.118,4.63068702248918,7.28221089917906,8.05093055555556,42.5280876159668,1.73446702957153,2267,3.809,2.264,0.0278,0.3023,0.4722,0.0418,0.05953,7.39,13.5,1,99.7996234893799,99.6796234893799,NA,172,7.635101,331.2101911,5.11,0.0123880868,36.96,195,509,0.088,0.038,8.55,0.588,28.6,3.09
"103",288,0.60818,0.7369,0.16428895363266,100,3.85678097784408,49.1281765661728,2024,6,5,157,"2024-06-05",19.32,10.8,"2024-06-06",193,15.06,5.06,206.725,14.4498333333333,18.7056666666667,10.194,3.3699906001084,6.70894527562649,12.179875,49.1281765661728,3.85678097784408,193,0.02,22.41,0.005,1.075,2.733,0.005,0.05695,1.73606291413307,13.9,79,33.6173224449158,24.1373224449158,NA,41.8,25.551677,235.6687898,8.08,0.0688285716,35.27,423,145,0.566,0.315,81.6,41.5,58,28.1
"104",291,0.608286666666667,0.8545,0.183265778376132,100,4.51525817503008,49.1161109411299,2024,4,14,105,"2024-04-14",18.57,8.6,"2024-04-17",143,13.585,3.585,53.075,10.4421666666667,14.6143333333333,6.27,3.5057727714042,6.88022321400855,12.4164583333333,49.1161109411299,4.51525817503008,143,0.02,12.51,0.005,0.2595,0.2814,0.005,0.01057,1.42333333333333,NA,786,105.403333333333,11.0833333333334,7.79,19.2,10.395504,191.126279863,8.48,0.0413807572,15.31,291,308,0.639,0.259,9.93,1.78,17.4,3
"105",291,0.608286666666667,0.8545,0.183265778376132,100,4.51525817503008,49.1161109411299,2024,4,15,106,"2024-04-15",13.32,5.13,"2024-04-17",143,9.225,0,53.075,10.4421666666667,14.6143333333333,6.27,3.5057727714042,6.88022321400855,12.4164583333333,49.1161109411299,4.51525817503008,143,0.02,12.51,0.005,0.2595,0.2814,0.005,0.01057,1.42333333333333,NA,786,105.403333333333,11.0833333333334,7.79,19.2,10.395504,191.126279863,8.48,0.0413807572,15.31,291,308,0.639,0.259,9.93,1.78,17.4,3
"106",291,0.608286666666667,0.8545,0.183265778376132,100,4.51525817503008,49.1161109411299,2024,4,16,107,"2024-04-16",11.19,3.92,"2024-04-17",143,7.555,0,53.075,10.4421666666667,14.6143333333333,6.27,3.5057727714042,6.88022321400855,12.4164583333333,49.1161109411299,4.51525817503008,143,0.02,12.51,0.005,0.2595,0.2814,0.005,0.01057,1.42333333333333,NA,786,105.403333333333,11.0833333333334,7.79,19.2,10.395504,191.126279863,8.48,0.0413807572,15.31,291,308,0.639,0.259,9.93,1.78,17.4,3
"107",391,0.38508,0.6418,0.120230797100529,100,2.33579524769974,48.844838275277,2024,4,14,105,"2024-04-14",19.38,8.49,"2024-04-22",47,13.935,3.935,78.075,10.648,15.2116666666667,6.08433333333333,2.94892174162053,6.52034297106717,12.9660694444444,48.844838275277,2.33579524769974,47,0.02,15.5,0.0131,0.1429,0.726,0.005,0.03207,1.52041763067245,NA,254,52.9897117614746,22.5097117614746,14.8,38.9,14.239606,157.728706625,8.39,0.0277035448,21.16,153,623,0.59,0.303,66.67,27.774,254.27,84.315
"108",391,0.38508,0.6418,0.120230797100529,100,2.33579524769974,48.844838275277,2024,4,15,106,"2024-04-15",14.45,5.21,"2024-04-22",47,9.83,0,78.075,10.648,15.2116666666667,6.08433333333333,2.94892174162053,6.52034297106717,12.9660694444444,48.844838275277,2.33579524769974,47,0.02,15.5,0.0131,0.1429,0.726,0.005,0.03207,1.52041763067245,NA,254,52.9897117614746,22.5097117614746,14.8,38.9,14.239606,157.728706625,8.39,0.0277035448,21.16,153,623,0.59,0.303,66.67,27.774,254.27,84.315
"109",391,0.38508,0.6418,0.120230797100529,100,2.33579524769974,48.844838275277,2024,4,16,107,"2024-04-16",13.15,4.24,"2024-04-22",47,8.695,0,78.075,10.648,15.2116666666667,6.08433333333333,2.94892174162053,6.52034297106717,12.9660694444444,48.844838275277,2.33579524769974,47,0.02,15.5,0.0131,0.1429,0.726,0.005,0.03207,1.52041763067245,NA,254,52.9897117614746,22.5097117614746,14.8,38.9,14.239606,157.728706625,8.39,0.0277035448,21.16,153,623,0.59,0.303,66.67,27.774,254.27,84.315
"110",391,0.38508,0.6418,0.120230797100529,100,2.33579524769974,48.844838275277,2024,4,17,108,"2024-04-17",10.85,4,"2024-04-22",47,7.425,0,78.075,10.648,15.2116666666667,6.08433333333333,2.94892174162053,6.52034297106717,12.9660694444444,48.844838275277,2.33579524769974,47,0.02,15.5,0.0131,0.1429,0.726,0.005,0.03207,1.52041763067245,NA,254,52.9897117614746,22.5097117614746,14.8,38.9,14.239606,157.728706625,8.39,0.0277035448,21.16,153,623,0.59,0.303,66.67,27.774,254.27,84.315
"111",391,0.38508,0.6418,0.120230797100529,100,2.33579524769974,48.844838275277,2024,4,18,109,"2024-04-18",13.25,3.53,"2024-04-22",47,8.39,0,78.075,10.648,15.2116666666667,6.08433333333333,2.94892174162053,6.52034297106717,12.9660694444444,48.844838275277,2.33579524769974,47,0.02,15.5,0.0131,0.1429,0.726,0.005,0.03207,1.52041763067245,NA,254,52.9897117614746,22.5097117614746,14.8,38.9,14.239606,157.728706625,8.39,0.0277035448,21.16,153,623,0.59,0.303,66.67,27.774,254.27,84.315
"112",391,0.38508,0.6418,0.120230797100529,100,2.33579524769974,48.844838275277,2024,4,19,110,"2024-04-19",13.47,3.74,"2024-04-22",47,8.605,0,78.075,10.648,15.2116666666667,6.08433333333333,2.94892174162053,6.52034297106717,12.9660694444444,48.844838275277,2.33579524769974,47,0.02,15.5,0.0131,0.1429,0.726,0.005,0.03207,1.52041763067245,NA,254,52.9897117614746,22.5097117614746,14.8,38.9,14.239606,157.728706625,8.39,0.0277035448,21.16,153,623,0.59,0.303,66.67,27.774,254.27,84.315
"113",391,0.38508,0.6418,0.120230797100529,100,2.33579524769974,48.844838275277,2024,4,20,111,"2024-04-20",12,1.63,"2024-04-22",47,6.815,0,78.075,10.648,15.2116666666667,6.08433333333333,2.94892174162053,6.52034297106717,12.9660694444444,48.844838275277,2.33579524769974,47,0.02,15.5,0.0131,0.1429,0.726,0.005,0.03207,1.52041763067245,NA,254,52.9897117614746,22.5097117614746,14.8,38.9,14.239606,157.728706625,8.39,0.0277035448,21.16,153,623,0.59,0.303,66.67,27.774,254.27,84.315
"114",391,0.38508,0.6418,0.120230797100529,100,2.33579524769974,48.844838275277,2024,4,21,112,"2024-04-21",11.26,1.96,"2024-04-22",47,6.61,0,78.075,10.648,15.2116666666667,6.08433333333333,2.94892174162053,6.52034297106717,12.9660694444444,48.844838275277,2.33579524769974,47,0.02,15.5,0.0131,0.1429,0.726,0.005,0.03207,1.52041763067245,NA,254,52.9897117614746,22.5097117614746,14.8,38.9,14.239606,157.728706625,8.39,0.0277035448,21.16,153,623,0.59,0.303,66.67,27.774,254.27,84.315
"115",400,0.579606666666667,0.7437,0.126555337792641,100,4.28350622064533,48.8342724406152,2024,5,30,151,"2024-05-30",16.97,10.37,"2024-05-31",143,13.67,3.67,181.43,13.9276666666667,18.0903333333333,9.765,3.62671467733698,6.91825271111857,12.2376944444444,48.8342724406152,4.28350622064533,143,0.02,14.15,0.005,0.861,0.605,0.005,0.01525,1.71776900688807,8.84,805.333333333333,111.82562192281,15.1856219228103,NA,26.3,11.962296,177.257525084,8.39,0.0702948756,14.43,298,311,0.658,0.191,6.46,0.649,13.3,1.33
"116",408,0.572726666666667,0.8406,0.213894878943128,100,6.02441183229234,48.7932010535351,2024,3,22,82,"2024-03-22",17.49,5.29,"2024-03-27",274,11.39,1.39,7.625,7.64783333333333,11.6826666666667,3.613,4.15711074587065,7.23428184553277,11.8629027777778,48.7932010535351,6.02441183229234,274,0.02,15.27,0.005,0.4094,0.7273,0.0862,0.03665,1.58390179276466,NA,1,16.8776226043701,16.7576226043701,10.6,29,16.760518,237.142857143,7.2,0.0329320532,26.43,285,40,0.391,0.223,14.2,2.9,28,6.29
"117",408,0.572726666666667,0.8406,0.213894878943128,100,6.02441183229234,48.7932010535351,2024,3,23,83,"2024-03-23",8.17,2.98,"2024-03-27",274,5.575,0,7.625,7.64783333333333,11.6826666666667,3.613,4.15711074587065,7.23428184553277,11.8629027777778,48.7932010535351,6.02441183229234,274,0.02,15.27,0.005,0.4094,0.7273,0.0862,0.03665,1.58390179276466,NA,1,16.8776226043701,16.7576226043701,10.6,29,16.760518,237.142857143,7.2,0.0329320532,26.43,285,40,0.391,0.223,14.2,2.9,28,6.29
"118",408,0.572726666666667,0.8406,0.213894878943128,100,6.02441183229234,48.7932010535351,2024,3,24,84,"2024-03-24",8.07,1.38,"2024-03-27",274,4.725,0,7.625,7.64783333333333,11.6826666666667,3.613,4.15711074587065,7.23428184553277,11.8629027777778,48.7932010535351,6.02441183229234,274,0.02,15.27,0.005,0.4094,0.7273,0.0862,0.03665,1.58390179276466,NA,1,16.8776226043701,16.7576226043701,10.6,29,16.760518,237.142857143,7.2,0.0329320532,26.43,285,40,0.391,0.223,14.2,2.9,28,6.29
"119",408,0.572726666666667,0.8406,0.213894878943128,100,6.02441183229234,48.7932010535351,2024,3,25,85,"2024-03-25",11.1,0.17,"2024-03-27",274,5.635,0,7.625,7.64783333333333,11.6826666666667,3.613,4.15711074587065,7.23428184553277,11.8629027777778,48.7932010535351,6.02441183229234,274,0.02,15.27,0.005,0.4094,0.7273,0.0862,0.03665,1.58390179276466,NA,1,16.8776226043701,16.7576226043701,10.6,29,16.760518,237.142857143,7.2,0.0329320532,26.43,285,40,0.391,0.223,14.2,2.9,28,6.29
"120",408,0.572726666666667,0.8406,0.213894878943128,100,6.02441183229234,48.7932010535351,2024,3,26,86,"2024-03-26",14.28,3.31,"2024-03-27",274,8.795,0,7.625,7.64783333333333,11.6826666666667,3.613,4.15711074587065,7.23428184553277,11.8629027777778,48.7932010535351,6.02441183229234,274,0.02,15.27,0.005,0.4094,0.7273,0.0862,0.03665,1.58390179276466,NA,1,16.8776226043701,16.7576226043701,10.6,29,16.760518,237.142857143,7.2,0.0329320532,26.43,285,40,0.391,0.223,14.2,2.9,28,6.29
"121",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,3,21,81,"2024-03-21",15.51,6.59,"2024-04-03",122,11.05,1.05,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"122",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,3,22,82,"2024-03-22",11.91,5.5,"2024-04-03",122,8.705,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"123",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,3,23,83,"2024-03-23",10.04,4.87,"2024-04-03",122,7.455,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"124",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,3,24,84,"2024-03-24",11.29,5.66,"2024-04-03",122,8.475,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"125",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,3,25,85,"2024-03-25",9.86,6.62,"2024-04-03",122,8.24,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"126",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,3,26,86,"2024-03-26",10.02,4.51,"2024-04-03",122,7.265,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"127",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,3,27,87,"2024-03-27",8.61,3.61,"2024-04-03",122,6.11,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"128",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,3,28,88,"2024-03-28",9.95,4.21,"2024-04-03",122,7.08,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"129",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,3,29,89,"2024-03-29",11.91,5.5,"2024-04-03",122,8.705,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"130",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,3,30,90,"2024-03-30",11.42,3.72,"2024-04-03",122,7.57,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"131",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,3,31,91,"2024-03-31",10.01,5.62,"2024-04-03",122,7.815,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"132",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,4,1,92,"2024-04-01",11.64,6.26,"2024-04-03",122,8.95,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"133",423,0.668233333333333,0.8807,0.177963229214299,100,-3.97184170007459,48.5339381716991,2024,4,2,93,"2024-04-02",11.72,8.15,"2024-04-03",122,9.935,0,35.47,9.21483333333333,12.15,6.27966666666667,3.31026025921985,4.87621421107648,12.8624027777778,48.5339381716991,-3.97184170007459,122,0.1678,5.167,0.0092,0.4836,1.151,0.078,0.09149,2.733513712883,NA,1,27.324001789093,27.324001789093,10,47.3,6.400511,283.737024221,6.14,0.0591828224,20.06,137,141,0.176,0.103,14.1,3.01,18.9,2.83
"134",476,0.486526666666667,0.8039,0.22134807581424,100,7.53207205813478,48.5925618400509,2024,4,15,106,"2024-04-15",17.59,6.04,"2024-04-26",183,11.815,1.815,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889,48.5925618400509,7.53207205813478,183,0.0252,19.04,0.0052,0.4749,1.491,0.005,0.04671,1.39078795909882,9.16,10,13.9332354068756,12.7332354068756,NA,22,18.95277,183.279742765,8.15,0.0173276984,27.38,282,53,0.251,0.156,23.9,7.18,27.6,7.83
"135",476,0.486526666666667,0.8039,0.22134807581424,100,7.53207205813478,48.5925618400509,2024,4,16,107,"2024-04-16",11.43,4.65,"2024-04-26",183,8.04,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889,48.5925618400509,7.53207205813478,183,0.0252,19.04,0.0052,0.4749,1.491,0.005,0.04671,1.39078795909882,9.16,10,13.9332354068756,12.7332354068756,NA,22,18.95277,183.279742765,8.15,0.0173276984,27.38,282,53,0.251,0.156,23.9,7.18,27.6,7.83
"136",476,0.486526666666667,0.8039,0.22134807581424,100,7.53207205813478,48.5925618400509,2024,4,17,108,"2024-04-17",8.02,3.22,"2024-04-26",183,5.62,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889,48.5925618400509,7.53207205813478,183,0.0252,19.04,0.0052,0.4749,1.491,0.005,0.04671,1.39078795909882,9.16,10,13.9332354068756,12.7332354068756,NA,22,18.95277,183.279742765,8.15,0.0173276984,27.38,282,53,0.251,0.156,23.9,7.18,27.6,7.83
