"","STATION","ndvi_m","ndvi_max","ndvi_sd","HAB","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M_MAX","T2M_MIN","sampl_date","Altitude","T2M_MEAN","degree_days","DD_cum","T30_mean","T30_max","T30_min","T30_sd","T360_sd","T360_mean","LATITUDE","LONGITUDE","ALTITUDE","Al","Ca","Fe","K","Mg","Mn","Na","N","C.N","calc","Ctot","COT","CN","MOS","CEC","Hum_frais","pH","P","Hum_res","clay","sand","Cd_tot","Cd_disp","Cu_tot","Cu_disp","Pb_tot","Pb_disp"
"137",476,0.486526666666667,0.8039,0.22134807581424,100,7.53207205813478,48.5925618400509,2024,4,18,109,"2024-04-18",9.03,2.35,"2024-04-26",183,5.69,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889,48.5925618400509,7.53207205813478,183,0.0252,19.04,0.0052,0.4749,1.491,0.005,0.04671,1.39078795909882,9.16,10,13.9332354068756,12.7332354068756,NA,22,18.95277,183.279742765,8.15,0.0173276984,27.38,282,53,0.251,0.156,23.9,7.18,27.6,7.83
"138",476,0.486526666666667,0.8039,0.22134807581424,100,7.53207205813478,48.5925618400509,2024,4,19,110,"2024-04-19",8.95,3.24,"2024-04-26",183,6.095,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889,48.5925618400509,7.53207205813478,183,0.0252,19.04,0.0052,0.4749,1.491,0.005,0.04671,1.39078795909882,9.16,10,13.9332354068756,12.7332354068756,NA,22,18.95277,183.279742765,8.15,0.0173276984,27.38,282,53,0.251,0.156,23.9,7.18,27.6,7.83
"139",476,0.486526666666667,0.8039,0.22134807581424,100,7.53207205813478,48.5925618400509,2024,4,20,111,"2024-04-20",9.42,2.88,"2024-04-26",183,6.15,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889,48.5925618400509,7.53207205813478,183,0.0252,19.04,0.0052,0.4749,1.491,0.005,0.04671,1.39078795909882,9.16,10,13.9332354068756,12.7332354068756,NA,22,18.95277,183.279742765,8.15,0.0173276984,27.38,282,53,0.251,0.156,23.9,7.18,27.6,7.83
"140",476,0.486526666666667,0.8039,0.22134807581424,100,7.53207205813478,48.5925618400509,2024,4,21,112,"2024-04-21",6.38,2.2,"2024-04-26",183,4.29,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889,48.5925618400509,7.53207205813478,183,0.0252,19.04,0.0052,0.4749,1.491,0.005,0.04671,1.39078795909882,9.16,10,13.9332354068756,12.7332354068756,NA,22,18.95277,183.279742765,8.15,0.0173276984,27.38,282,53,0.251,0.156,23.9,7.18,27.6,7.83
"141",476,0.486526666666667,0.8039,0.22134807581424,100,7.53207205813478,48.5925618400509,2024,4,22,113,"2024-04-22",8.8,-0.41,"2024-04-26",183,4.195,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889,48.5925618400509,7.53207205813478,183,0.0252,19.04,0.0052,0.4749,1.491,0.005,0.04671,1.39078795909882,9.16,10,13.9332354068756,12.7332354068756,NA,22,18.95277,183.279742765,8.15,0.0173276984,27.38,282,53,0.251,0.156,23.9,7.18,27.6,7.83
"142",476,0.486526666666667,0.8039,0.22134807581424,100,7.53207205813478,48.5925618400509,2024,4,23,114,"2024-04-23",10.84,-1.6,"2024-04-26",183,4.62,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889,48.5925618400509,7.53207205813478,183,0.0252,19.04,0.0052,0.4749,1.491,0.005,0.04671,1.39078795909882,9.16,10,13.9332354068756,12.7332354068756,NA,22,18.95277,183.279742765,8.15,0.0173276984,27.38,282,53,0.251,0.156,23.9,7.18,27.6,7.83
"143",476,0.486526666666667,0.8039,0.22134807581424,100,7.53207205813478,48.5925618400509,2024,4,24,115,"2024-04-24",8.19,-0.85,"2024-04-26",183,3.67,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889,48.5925618400509,7.53207205813478,183,0.0252,19.04,0.0052,0.4749,1.491,0.005,0.04671,1.39078795909882,9.16,10,13.9332354068756,12.7332354068756,NA,22,18.95277,183.279742765,8.15,0.0173276984,27.38,282,53,0.251,0.156,23.9,7.18,27.6,7.83
"144",476,0.486526666666667,0.8039,0.22134807581424,100,7.53207205813478,48.5925618400509,2024,4,25,116,"2024-04-25",10.96,1.21,"2024-04-26",183,6.085,0,73.985,10.1131666666667,14.987,5.23933333333333,3.35739256857916,7.57459699564236,12.5971388888889,48.5925618400509,7.53207205813478,183,0.0252,19.04,0.0052,0.4749,1.491,0.005,0.04671,1.39078795909882,9.16,10,13.9332354068756,12.7332354068756,NA,22,18.95277,183.279742765,8.15,0.0173276984,27.38,282,53,0.251,0.156,23.9,7.18,27.6,7.83
"145",609,0.74926,0.8596,0.102739169050284,100,-1.9822890094208,48.1951376535824,2024,3,22,82,"2024-03-22",16.06,5.41,"2024-03-25",71,10.735,0.734999999999999,42.64,8.95183333333333,13.247,4.65666666666667,3.85835007600253,5.90794996935924,13.5775277777778,48.1951376535824,-1.9822890094208,71,0.02,12.97,0.005,1.269,1.859,0.0168,0.09913,2.96757519245148,NA,2,30.8034467697144,30.5634467697144,10.3,52.9,14.43321,312.883435583,7.46,0.0574485688,19.37,189,131,0.138,0.082,18.7,4.56,22.7,2.87
"146",609,0.74926,0.8596,0.102739169050284,100,-1.9822890094208,48.1951376535824,2024,3,23,83,"2024-03-23",11.93,3.91,"2024-03-25",71,7.92,0,42.64,8.95183333333333,13.247,4.65666666666667,3.85835007600253,5.90794996935924,13.5775277777778,48.1951376535824,-1.9822890094208,71,0.02,12.97,0.005,1.269,1.859,0.0168,0.09913,2.96757519245148,NA,2,30.8034467697144,30.5634467697144,10.3,52.9,14.43321,312.883435583,7.46,0.0574485688,19.37,189,131,0.138,0.082,18.7,4.56,22.7,2.87
"147",609,0.74926,0.8596,0.102739169050284,100,-1.9822890094208,48.1951376535824,2024,3,24,84,"2024-03-24",13.49,3.44,"2024-03-25",71,8.465,0,42.64,8.95183333333333,13.247,4.65666666666667,3.85835007600253,5.90794996935924,13.5775277777778,48.1951376535824,-1.9822890094208,71,0.02,12.97,0.005,1.269,1.859,0.0168,0.09913,2.96757519245148,NA,2,30.8034467697144,30.5634467697144,10.3,52.9,14.43321,312.883435583,7.46,0.0574485688,19.37,189,131,0.138,0.082,18.7,4.56,22.7,2.87
"148",620,0.67684,0.8459,0.144757831271008,0,0.383482346651963,48.2601626337537,2024,3,22,82,"2024-03-22",15.42,6.11,"2024-03-28",89,10.765,0.765000000000001,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556,48.2601626337537,0.383482346651963,89,0.1132,5.586,0.0061,0.4187,0.8507,0.2148,0.04276,1.46254941821098,NA,1,22.3286056518555,22.3286056518555,15.3,38.6,7.605707,262.108262108,5.79,0.0090103508,16.36,132,447,0.054,0.044,5.32,0.747,18.3,5.81
"149",620,0.67684,0.8459,0.144757831271008,0,0.383482346651963,48.2601626337537,2024,3,23,83,"2024-03-23",9.92,3.61,"2024-03-28",89,6.765,0,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556,48.2601626337537,0.383482346651963,89,0.1132,5.586,0.0061,0.4187,0.8507,0.2148,0.04276,1.46254941821098,NA,1,22.3286056518555,22.3286056518555,15.3,38.6,7.605707,262.108262108,5.79,0.0090103508,16.36,132,447,0.054,0.044,5.32,0.747,18.3,5.81
"150",620,0.67684,0.8459,0.144757831271008,0,0.383482346651963,48.2601626337537,2024,3,24,84,"2024-03-24",11.2,3.22,"2024-03-28",89,7.21,0,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556,48.2601626337537,0.383482346651963,89,0.1132,5.586,0.0061,0.4187,0.8507,0.2148,0.04276,1.46254941821098,NA,1,22.3286056518555,22.3286056518555,15.3,38.6,7.605707,262.108262108,5.79,0.0090103508,16.36,132,447,0.054,0.044,5.32,0.747,18.3,5.81
"151",620,0.67684,0.8459,0.144757831271008,0,0.383482346651963,48.2601626337537,2024,3,25,85,"2024-03-25",9.94,1.55,"2024-03-28",89,5.745,0,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556,48.2601626337537,0.383482346651963,89,0.1132,5.586,0.0061,0.4187,0.8507,0.2148,0.04276,1.46254941821098,NA,1,22.3286056518555,22.3286056518555,15.3,38.6,7.605707,262.108262108,5.79,0.0090103508,16.36,132,447,0.054,0.044,5.32,0.747,18.3,5.81
"152",620,0.67684,0.8459,0.144757831271008,0,0.383482346651963,48.2601626337537,2024,3,26,86,"2024-03-26",8.61,3.97,"2024-03-28",89,6.29,0,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556,48.2601626337537,0.383482346651963,89,0.1132,5.586,0.0061,0.4187,0.8507,0.2148,0.04276,1.46254941821098,NA,1,22.3286056518555,22.3286056518555,15.3,38.6,7.605707,262.108262108,5.79,0.0090103508,16.36,132,447,0.054,0.044,5.32,0.747,18.3,5.81
"153",620,0.67684,0.8459,0.144757831271008,0,0.383482346651963,48.2601626337537,2024,3,27,87,"2024-03-27",10.56,3.58,"2024-03-28",89,7.07,0,17.41,7.75483333333333,11.5426666666667,3.967,4.01507320872369,6.49376969210531,12.4596805555556,48.2601626337537,0.383482346651963,89,0.1132,5.586,0.0061,0.4187,0.8507,0.2148,0.04276,1.46254941821098,NA,1,22.3286056518555,22.3286056518555,15.3,38.6,7.605707,262.108262108,5.79,0.0090103508,16.36,132,447,0.054,0.044,5.32,0.747,18.3,5.81
"154",633,0.637613333333333,0.786,0.09150664196554,0,3.18548869500691,48.2742531650272,2024,4,14,105,"2024-04-14",19.66,8.74,"2024-04-23",154,14.2,4.2,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444,48.2742531650272,3.18548869500691,154,0.0632,35.01,0.0108,0.2267,1.267,0.0169,0.05359,2.78592258691788,NA,52,44.0243816375732,37.7843816375732,13.6,65.4,34.390265,279.605263158,7.85,0.0049609952,53.48,613,200,1.31,0.744,20.7,1.71,40.3,10.2
"155",633,0.637613333333333,0.786,0.09150664196554,0,3.18548869500691,48.2742531650272,2024,4,15,106,"2024-04-15",14.2,5.51,"2024-04-23",154,9.855,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444,48.2742531650272,3.18548869500691,154,0.0632,35.01,0.0108,0.2267,1.267,0.0169,0.05359,2.78592258691788,NA,52,44.0243816375732,37.7843816375732,13.6,65.4,34.390265,279.605263158,7.85,0.0049609952,53.48,613,200,1.31,0.744,20.7,1.71,40.3,10.2
"156",633,0.637613333333333,0.786,0.09150664196554,0,3.18548869500691,48.2742531650272,2024,4,16,107,"2024-04-16",12.86,4,"2024-04-23",154,8.43,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444,48.2742531650272,3.18548869500691,154,0.0632,35.01,0.0108,0.2267,1.267,0.0169,0.05359,2.78592258691788,NA,52,44.0243816375732,37.7843816375732,13.6,65.4,34.390265,279.605263158,7.85,0.0049609952,53.48,613,200,1.31,0.744,20.7,1.71,40.3,10.2
"157",633,0.637613333333333,0.786,0.09150664196554,0,3.18548869500691,48.2742531650272,2024,4,17,108,"2024-04-17",10.16,2.69,"2024-04-23",154,6.425,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444,48.2742531650272,3.18548869500691,154,0.0632,35.01,0.0108,0.2267,1.267,0.0169,0.05359,2.78592258691788,NA,52,44.0243816375732,37.7843816375732,13.6,65.4,34.390265,279.605263158,7.85,0.0049609952,53.48,613,200,1.31,0.744,20.7,1.71,40.3,10.2
"158",633,0.637613333333333,0.786,0.09150664196554,0,3.18548869500691,48.2742531650272,2024,4,18,109,"2024-04-18",11.81,2.97,"2024-04-23",154,7.39,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444,48.2742531650272,3.18548869500691,154,0.0632,35.01,0.0108,0.2267,1.267,0.0169,0.05359,2.78592258691788,NA,52,44.0243816375732,37.7843816375732,13.6,65.4,34.390265,279.605263158,7.85,0.0049609952,53.48,613,200,1.31,0.744,20.7,1.71,40.3,10.2
"159",633,0.637613333333333,0.786,0.09150664196554,0,3.18548869500691,48.2742531650272,2024,4,19,110,"2024-04-19",12.75,3.84,"2024-04-23",154,8.295,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444,48.2742531650272,3.18548869500691,154,0.0632,35.01,0.0108,0.2267,1.267,0.0169,0.05359,2.78592258691788,NA,52,44.0243816375732,37.7843816375732,13.6,65.4,34.390265,279.605263158,7.85,0.0049609952,53.48,613,200,1.31,0.744,20.7,1.71,40.3,10.2
"160",633,0.637613333333333,0.786,0.09150664196554,0,3.18548869500691,48.2742531650272,2024,4,20,111,"2024-04-20",10.95,1.56,"2024-04-23",154,6.255,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444,48.2742531650272,3.18548869500691,154,0.0632,35.01,0.0108,0.2267,1.267,0.0169,0.05359,2.78592258691788,NA,52,44.0243816375732,37.7843816375732,13.6,65.4,34.390265,279.605263158,7.85,0.0049609952,53.48,613,200,1.31,0.744,20.7,1.71,40.3,10.2
"161",633,0.637613333333333,0.786,0.09150664196554,0,3.18548869500691,48.2742531650272,2024,4,21,112,"2024-04-21",9.89,1.81,"2024-04-23",154,5.85,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444,48.2742531650272,3.18548869500691,154,0.0632,35.01,0.0108,0.2267,1.267,0.0169,0.05359,2.78592258691788,NA,52,44.0243816375732,37.7843816375732,13.6,65.4,34.390265,279.605263158,7.85,0.0049609952,53.48,613,200,1.31,0.744,20.7,1.71,40.3,10.2
"162",633,0.637613333333333,0.786,0.09150664196554,0,3.18548869500691,48.2742531650272,2024,4,22,113,"2024-04-22",9.61,0.13,"2024-04-23",154,4.87,0,72.815,10.1903333333333,14.5566666666667,5.824,3.05141217998074,6.89596818874161,13.0201944444444,48.2742531650272,3.18548869500691,154,0.0632,35.01,0.0108,0.2267,1.267,0.0169,0.05359,2.78592258691788,NA,52,44.0243816375732,37.7843816375732,13.6,65.4,34.390265,279.605263158,7.85,0.0049609952,53.48,613,200,1.31,0.744,20.7,1.71,40.3,10.2
"163",644,0.662026666666667,0.8943,0.213536599294115,0,5.55313038104552,48.230551833153,2024,6,11,163,"2024-06-11",16.53,5.65,"2024-06-12",435,11.09,1.09,210.39,13.8551666666667,18.2956666666667,9.41466666666667,3.59571071806951,6.83411918732347,11.4055555555556,48.230551833153,5.55313038104552,435,0.0759,15.26,0.0054,0.2221,0.6182,0.0741,0.04693,1.89844444394112,12.9,2,24.6918654441833,24.4518654441834,NA,42.3,17.389666,228.0701754,6.03,0.0033148944,26.84,377,15,0.375,0.201,13.9,1.62,31.9,8.51
"164",730,0.580973333333333,0.7877,0.128811709021162,100,-0.676113973755391,47.9484894161672,2024,4,10,101,"2024-04-10",15.32,5.59,"2024-04-11",76,10.455,0.455,58.275,11.0058333333333,15.1816666666667,6.83,3.67082913589612,6.15189848442465,13.2959027777778,47.9484894161672,-0.676113973755391,76,0.0905,12.1,0.009,0.3368,1.334,0.0781,0.05387,3.17617416381836,NA,1,28.9062023162842,28.9062023162842,9.1,50,13.433192,322.695035461,6.41,0.0107459136,29.15,448,128,0.24,0.094,23.9,3.529,43.9,5.192
"165",788,0.774573333333333,0.892,0.0860349137324632,100,-0.027466457254098,47.8193557784935,2024,4,14,105,"2024-04-14",19.28,7.69,"2024-04-16",38,13.485,3.485,77.72,11.108,15.5326666666667,6.68333333333333,3.44403685196643,6.4727130232197,13.4441805555556,47.8193557784935,-0.027466457254098,38,0.0474,2.812,0.0072,0.1146,0.1949,0.176,0.02514,0.98678432404995,NA,1,10.7827746868134,10.7827746868134,10.9,18.7,3.44447,186.206896552,6.39,0.0201372416,8.87,62,864,0.133,0.089,3.82,0.919,12.1,2.54
"166",788,0.774573333333333,0.892,0.0860349137324632,100,-0.027466457254098,47.8193557784935,2024,4,15,106,"2024-04-15",14.19,5.22,"2024-04-16",38,9.705,0,77.72,11.108,15.5326666666667,6.68333333333333,3.44403685196643,6.4727130232197,13.4441805555556,47.8193557784935,-0.027466457254098,38,0.0474,2.812,0.0072,0.1146,0.1949,0.176,0.02514,0.98678432404995,NA,1,10.7827746868134,10.7827746868134,10.9,18.7,3.44447,186.206896552,6.39,0.0201372416,8.87,62,864,0.133,0.089,3.82,0.919,12.1,2.54
"167",792,0.703573333333333,0.8194,0.0800973288895335,0,0.826715632239393,47.8334896790882,2024,3,22,82,"2024-03-22",16.48,6.74,"2024-03-27",136,11.61,1.61,25.97,8.16733333333333,12.1076666666667,4.227,3.97152821281601,6.7360371771238,13.1935277777778,47.8334896790882,0.826715632239393,136,1.339,1.711,0.0188,0.1338,0.2099,0.1699,0.01182,1.05408303439617,NA,1,23.255569934845,23.255569934845,22.1,40.2,3.480738,217.791411043,5.05,0.006308162,10.6,110,235,0.038,0.024,3.81,0.381,17.7,6.28
"168",792,0.703573333333333,0.8194,0.0800973288895335,0,0.826715632239393,47.8334896790882,2024,3,23,83,"2024-03-23",10.47,4.12,"2024-03-27",136,7.295,0,25.97,8.16733333333333,12.1076666666667,4.227,3.97152821281601,6.7360371771238,13.1935277777778,47.8334896790882,0.826715632239393,136,1.339,1.711,0.0188,0.1338,0.2099,0.1699,0.01182,1.05408303439617,NA,1,23.255569934845,23.255569934845,22.1,40.2,3.480738,217.791411043,5.05,0.006308162,10.6,110,235,0.038,0.024,3.81,0.381,17.7,6.28
"169",792,0.703573333333333,0.8194,0.0800973288895335,0,0.826715632239393,47.8334896790882,2024,3,24,84,"2024-03-24",11.73,4.1,"2024-03-27",136,7.915,0,25.97,8.16733333333333,12.1076666666667,4.227,3.97152821281601,6.7360371771238,13.1935277777778,47.8334896790882,0.826715632239393,136,1.339,1.711,0.0188,0.1338,0.2099,0.1699,0.01182,1.05408303439617,NA,1,23.255569934845,23.255569934845,22.1,40.2,3.480738,217.791411043,5.05,0.006308162,10.6,110,235,0.038,0.024,3.81,0.381,17.7,6.28
"170",792,0.703573333333333,0.8194,0.0800973288895335,0,0.826715632239393,47.8334896790882,2024,3,25,85,"2024-03-25",9.74,2.2,"2024-03-27",136,5.97,0,25.97,8.16733333333333,12.1076666666667,4.227,3.97152821281601,6.7360371771238,13.1935277777778,47.8334896790882,0.826715632239393,136,1.339,1.711,0.0188,0.1338,0.2099,0.1699,0.01182,1.05408303439617,NA,1,23.255569934845,23.255569934845,22.1,40.2,3.480738,217.791411043,5.05,0.006308162,10.6,110,235,0.038,0.024,3.81,0.381,17.7,6.28
"171",792,0.703573333333333,0.8194,0.0800973288895335,0,0.826715632239393,47.8334896790882,2024,3,26,86,"2024-03-26",8.71,4.4,"2024-03-27",136,6.555,0,25.97,8.16733333333333,12.1076666666667,4.227,3.97152821281601,6.7360371771238,13.1935277777778,47.8334896790882,0.826715632239393,136,1.339,1.711,0.0188,0.1338,0.2099,0.1699,0.01182,1.05408303439617,NA,1,23.255569934845,23.255569934845,22.1,40.2,3.480738,217.791411043,5.05,0.006308162,10.6,110,235,0.038,0.024,3.81,0.381,17.7,6.28
"172",805,0.723233333333333,0.9094,0.197496552109747,0,3.60554545922775,47.836519711785,2024,4,15,106,"2024-04-15",14.69,5.89,"2024-04-24",182,10.29,0.289999999999999,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556,47.836519711785,3.60554545922775,182,4.652,0.3836,0.0958,0.1288,0.2271,0.0058,0.02453,0.453206747770309,24.9,1,11.3974702358246,11.2774702358246,NA,19.5,4.642777,159.863945578,4.3,0.002,16.09,232,291,0.025,0.021,5.38,0.505,23.1,6.26
"173",805,0.723233333333333,0.9094,0.197496552109747,0,3.60554545922775,47.836519711785,2024,4,16,107,"2024-04-16",12.46,4,"2024-04-24",182,8.23,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556,47.836519711785,3.60554545922775,182,4.652,0.3836,0.0958,0.1288,0.2271,0.0058,0.02453,0.453206747770309,24.9,1,11.3974702358246,11.2774702358246,NA,19.5,4.642777,159.863945578,4.3,0.002,16.09,232,291,0.025,0.021,5.38,0.505,23.1,6.26
"174",805,0.723233333333333,0.9094,0.197496552109747,0,3.60554545922775,47.836519711785,2024,4,17,108,"2024-04-17",9.8,1.87,"2024-04-24",182,5.835,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556,47.836519711785,3.60554545922775,182,4.652,0.3836,0.0958,0.1288,0.2271,0.0058,0.02453,0.453206747770309,24.9,1,11.3974702358246,11.2774702358246,NA,19.5,4.642777,159.863945578,4.3,0.002,16.09,232,291,0.025,0.021,5.38,0.505,23.1,6.26
"175",805,0.723233333333333,0.9094,0.197496552109747,0,3.60554545922775,47.836519711785,2024,4,18,109,"2024-04-18",10.45,1.57,"2024-04-24",182,6.01,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556,47.836519711785,3.60554545922775,182,4.652,0.3836,0.0958,0.1288,0.2271,0.0058,0.02453,0.453206747770309,24.9,1,11.3974702358246,11.2774702358246,NA,19.5,4.642777,159.863945578,4.3,0.002,16.09,232,291,0.025,0.021,5.38,0.505,23.1,6.26
"176",805,0.723233333333333,0.9094,0.197496552109747,0,3.60554545922775,47.836519711785,2024,4,19,110,"2024-04-19",12.48,3.28,"2024-04-24",182,7.88,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556,47.836519711785,3.60554545922775,182,4.652,0.3836,0.0958,0.1288,0.2271,0.0058,0.02453,0.453206747770309,24.9,1,11.3974702358246,11.2774702358246,NA,19.5,4.642777,159.863945578,4.3,0.002,16.09,232,291,0.025,0.021,5.38,0.505,23.1,6.26
"177",805,0.723233333333333,0.9094,0.197496552109747,0,3.60554545922775,47.836519711785,2024,4,20,111,"2024-04-20",10.25,2.07,"2024-04-24",182,6.16,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556,47.836519711785,3.60554545922775,182,4.652,0.3836,0.0958,0.1288,0.2271,0.0058,0.02453,0.453206747770309,24.9,1,11.3974702358246,11.2774702358246,NA,19.5,4.642777,159.863945578,4.3,0.002,16.09,232,291,0.025,0.021,5.38,0.505,23.1,6.26
"178",805,0.723233333333333,0.9094,0.197496552109747,0,3.60554545922775,47.836519711785,2024,4,21,112,"2024-04-21",8.77,1.91,"2024-04-24",182,5.34,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556,47.836519711785,3.60554545922775,182,4.652,0.3836,0.0958,0.1288,0.2271,0.0058,0.02453,0.453206747770309,24.9,1,11.3974702358246,11.2774702358246,NA,19.5,4.642777,159.863945578,4.3,0.002,16.09,232,291,0.025,0.021,5.38,0.505,23.1,6.26
"179",805,0.723233333333333,0.9094,0.197496552109747,0,3.60554545922775,47.836519711785,2024,4,22,113,"2024-04-22",9.69,0.24,"2024-04-24",182,4.965,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556,47.836519711785,3.60554545922775,182,4.652,0.3836,0.0958,0.1288,0.2271,0.0058,0.02453,0.453206747770309,24.9,1,11.3974702358246,11.2774702358246,NA,19.5,4.642777,159.863945578,4.3,0.002,16.09,232,291,0.025,0.021,5.38,0.505,23.1,6.26
"180",805,0.723233333333333,0.9094,0.197496552109747,0,3.60554545922775,47.836519711785,2024,4,23,114,"2024-04-23",9.48,1.55,"2024-04-24",182,5.515,0,75.52,10.1296666666667,14.402,5.85733333333333,3.1335056157314,7.08873883972194,13.0391805555556,47.836519711785,3.60554545922775,182,4.652,0.3836,0.0958,0.1288,0.2271,0.0058,0.02453,0.453206747770309,24.9,1,11.3974702358246,11.2774702358246,NA,19.5,4.642777,159.863945578,4.3,0.002,16.09,232,291,0.025,0.021,5.38,0.505,23.1,6.26
"181",812,0.549233333333333,0.8512,0.200451528400497,0,5.10079251722604,47.8106367801133,2024,6,10,162,"2024-06-10",18.75,7.31,"2024-06-11",450,13.03,3.03,214.63,14.0161666666667,18.357,9.67533333333333,3.52218447956873,6.85994583686139,11.7693472222222,47.8106367801133,5.10079251722604,450,0.0511,26.2,0.0104,0.3186,0.8636,0.0216,0.04404,2.06217363476753,14,8,29.8182702064514,28.8582702064514,NA,49.9,27.288594,242.2360248,7.27,0.0029841032,33.71,432,11,0.45,0.272,14.8,1.62,33.9,8.66
"182",870,0.80054,0.887,0.0596874095362067,0,6.37142360891853,47.6294797750949,2024,5,27,148,"2024-05-27",17.85,8.89,"2024-05-28",289,13.37,3.37,170.34,13.74,18.32,9.16,3.95834933566645,7.45794805673522,12.2329444444444,47.6294797750949,6.37142360891853,289,0.2539,9.086,0.0144,0.507,1.175,0.1308,0.02229,1.46346926689148,11.4,1,16.7444658279419,16.6244658279419,NA,28.8,10.462629,246.105919003,5.68,0.0178679616,27.49,541,37,0.271,0.147,29.1,4.44,37.4,9.09
"183",926,0.71204,0.9467,0.206189180816342,0,7.20806698950873,47.4531196404966,2024,5,26,147,"2024-05-26",20.44,10.07,"2024-05-27",514,15.255,5.255,144.215,13.1228333333333,17.6026666666667,8.643,4.28758264316532,7.30958326745859,11.1145694444444,47.4531196404966,7.20806698950873,514,2.779,3.396,0.0092,0.2203,0.5408,0.2651,0.02172,0.923485159873962,15.6,6,15.1040577888489,14.3840577888489,NA,24.9,6.418512,193.641618497,5.03,0.0046232216,18.88,176,443,0.147,0.061,11.8,0.901,25.8,7.08
